vehicle_name,year,miles,price,transmission,fuel_type,drivetrain,exterior_color,vin,mpg,engine
Mercedes-Benz GLE 400 Base 4MATIC,2019,"38,218 ","47,992",9-Speed Automatic,Gasoline , All-wheel Drive , Black , 4JGDA5GB4KB204984 ,,3.0L V6 24V GDI DOHC Twin Turbo
Land Rover Discovery SE,2018,"38,160 ","47,994",Automatic,Gasoline , Four-wheel Drive , Fuji White , SALRG2RV2JA059259 ,,V6
BMW X3 M40i,2019,"34,577 ","47,995",8-Speed Automatic,Gasoline , All-wheel Drive , Glacier Silver Metallic , 5UXTS3C54K0Z08064 ,,3.0L I6 24V GDI DOHC Turbo
Acura MDX 3.5L w/Technology Package,2020,"2,211 ","47,995",9-Speed Automatic,Gasoline , All-wheel Drive , Modern Steel Metallic , 5J8YD4H56LL023818 ,,3.5L V6 24V GDI SOHC
Jeep Grand Cherokee Overland,2018,"16,111 ","47,995",8-Speed Automatic,Diesel , Rear-wheel Drive , Granite Crystal Clearcoat Metallic , 1C4RJECMXJC430103 ,,3.0L V6 24V DDI DOHC Turbo Diesel
MINI Countryman John Cooper Works ALL4,2019,"6,020 ","47,995",8-Speed Automatic,Gasoline , All-wheel Drive , Light White , WMZYV9C55K3B92259 ,,2.0L I4 16V GDI DOHC Turbo
Audi SQ5 3.0T Premium Plus,2018,"37,537 ","47,995",8-Speed Automatic,Gasoline , All-wheel Drive , Mythos Black Metallic , WA1A4AFYXJ2023409 ,,3.0L V6 24V GDI DOHC Turbo
Mercedes-Benz GLE 350 Base,2018,"8,300 ","47,995",7-Speed Automatic,Gasoline , Rear-wheel Drive , Black , 4JGDA5JB9JB111532 ,,3.5L V6 24V GDI DOHC
Land Rover Range Rover Velar P250 S,2019,"42,209 ","47,995",8-Speed Automatic,Gasoline , Four-wheel Drive , Narvik Black , SALYB2EX1KA213544 ,,2.0L I4 16V GDI DOHC Turbo
Toyota 4Runner Sport,2019,"30,556 ","47,995",5-Speed Automatic,Gasoline , Four-wheel Drive , Gray , JTEBU5JR0K5726725 ,,4.0L V6 24V MPFI DOHC
BMW X3 M40i,2019,"40,480 ","47,997",8-Speed Automatic,Gasoline , All-wheel Drive , Phytonic Blue Metallic , 5UXTS3C57K0Z05370 ,,3.0L I6 24V GDI DOHC Turbo
Subaru Ascent Touring 7-Passenger,2021,"9,340 ","47,998",Automatic CVT,Gasoline , All-wheel Drive , Crystal White Pearl , 4S4WMARD4M3433735 ,,2.4L H4 16V GDI DOHC Turbo
Dodge Durango R/T,2019,"25,420 ","47,998",8-Speed Automatic,Gasoline , All-wheel Drive , White Knuckle Clearcoat , 1C4SDJCT4KC652453 ,,5.7L V8 16V MPFI OHV
Volvo XC90 T6 Momentum,2018,"26,549 ","47,998",8-Speed Automatic,Gasoline , All-wheel Drive , Brown , YV4A22PK0J1361125 ,,2.0L I4 16V GDI DOHC
Jeep Wrangler Unlimited Sport,2021,"3,246 ","47,998",8-Speed Automatic,Gasoline , Four-wheel Drive , Sarge Green Clearcoat , 1C4HJXDG6MW662006 ,,3.6L V6 24V MPFI DOHC
Land Rover Range Rover Velar P250 S,2018,"37,895 ","47,998",8-Speed Automatic,Gasoline , Four-wheel Drive , Narvik Black , SALYB2RX7JA762464 ,,2.0L I4 16V GDI DOHC Turbo
Chevrolet Tahoe LT,2018,"75,730 ","47,998",6-Speed Automatic,Gasoline , 4WD , White , 1GNSKBKCXJR199326 ,,5.3L V8 16V GDI OHV
Lexus RX 350,2020,"11,049 ","47,998",8-Speed Automatic,Gasoline , All-wheel Drive , Green , 2T2AZMDA8LC246031 ,,3.5L V6 24V PDI DOHC
Porsche Macan,2018,"20,576 ","47,998",7-Speed Automatic with Auto-Shift,Gasoline , All-wheel Drive , White , WP1AA2A57JLB17175 ,,2.0L I4 16V GDI DOHC Turbo
Lexus GX 460 Base,2019,"25,876 ","47,998",6-Speed Automatic,Gasoline , Four-wheel Drive , Gray , JTJBM7FX8K5213422 ,,4.6L V8 32V MPFI DOHC
Jaguar F-PACE 35t Portfolio,2018,"20,001 ","47,998",8-Speed Automatic,Gasoline , AWD , Yulong White , SADCN2EV3JA240352 ,,3.0L V6 24V GDI DOHC Supercharged
Mercedes-Benz GLE 350 Base 4MATIC,2018,"33,262 ","47,998",7-Speed Automatic,Gasoline , All-wheel Drive , White , 4JGDA5HB5JB092693 ,,3.5L V6 24V GDI DOHC
Toyota Highlander Limited Platinum,2019,"18,213 ","47,998",8-Speed Automatic,Gasoline , AWD , Gray , 5TDDZRFH0KS915391 ,,3.5L V6 24V PDI DOHC
Toyota 4Runner Limited,2018,"18,915 ","47,998",5-Speed Automatic,Gasoline , Four-wheel Drive , Silver , JTEBU5JRXJ5600709 ,,4.0L V6 24V MPFI DOHC
Dodge Durango GT,2021,"12,071 ","47,998",8-Speed Automatic,Gasoline , All-wheel Drive , Gray , 1C4RDJDG1MC664515 ,,3.6L V6 24V MPFI DOHC
Audi Q7 3.0T Prestige,2017,"50,017 ","47,998",8-Speed Automatic,Gasoline , All-wheel Drive , Carrara White , WA1VABF77HD055952 ,,3.0L V6 24V GDI DOHC Supercharged
Ford Explorer PLATINUM,2019,"19,888 ","47,998",6-SPEED AUTOMATIC,– , – , AGATE BLACK METALLIC , 1FM5K8HT0KGB09691 , –,3.5L V6 ECOBOOST ENGINE
Ford Bronco Sport Badlands,2021,408 ,"47,998",8-Speed Automatic,Gasoline , Four-wheel Drive , Brown , 3FMCR9D91MRB06443 ,,2.0L I4 16V GDI DOHC Turbo
Maserati Levante,2018,"40,975 ","47,999",Automatic,Gasoline , All-wheel Drive , Nero , ZN661XUA9JX268524 ,,Twin Turbo Premium Unleaded V-6 3.0 L/182
Jeep Grand Cherokee Summit,2020,"18,123 ","47,999",Automatic,Gasoline , Four-wheel Drive , Ivory 3-Coat , 1C4RJFJG4LC359986 ,,Regular Unleaded V-6 3.6 L/220
Chevrolet Traverse High Country,2020,"30,431 ","47,999",Automatic,Gasoline , All-wheel Drive , Mosaic Black Metallic , 1GNEVNKW8LJ103002 ,,Gas V6 3.6L/217
BMW X3 xDrive30i,2021,"8,554 ","47,999",Automatic,Gasoline , All-wheel Drive , Black , 5UXTY5C09M9E96014 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/122
Maserati Levante Base,2018,"41,156 ","47,999",Automatic,Gasoline , All-wheel Drive , Nero , ZN661XUA7JX295995 ,,Twin Turbo Premium Unleaded V-6 3.0 L/182
GMC Yukon Denali,2016,"59,839 ","47,999",Automatic,Gasoline , Four-wheel Drive , White Frost Tricoat , 1GKS2CKJ3GR366667 ,,Gas V8 6.2L/378
Mercedes-Benz GLC 300 Base 4MATIC,2019,"10,100 ","47,999",9-Speed Automatic,Gasoline , All-wheel Drive , designo Cardinal Red Metallic , WDC0G4KB4KF500447 ,,2.0L I4 16V GDI DOHC Turbo
Volvo XC90 T6 Momentum,2019,"25,569 ","48,000",8-Speed Automatic,Gasoline , All-wheel Drive , Magic Blue Metallic , YV4A22PK9K1441072 ,,2.0L I4 16V GDI DOHC
Audi SQ5 3.0T Premium Plus,2018,"24,734 ","48,000",8-Speed Automatic,Gasoline , All-wheel Drive , Mythos Black Metallic , WA1A4AFY8J2227318 ,,3.0L V6 24V GDI DOHC Turbo
Chevrolet Tahoe LT,2016,"42,718 ","48,025",6-Speed Automatic,Gasoline , Four-wheel Drive , Siren Red Tintcoat , 1GNSKBKC7GR344282 ,,5.3L V8 16V GDI OHV
Mercedes-Benz GLC 300 Base 4MATIC,2021,"6,185 ","48,155",9-Speed Automatic,Gasoline , All-wheel Drive , Cirrus Silver Metallic , W1N0G8EB4MF923503 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz GLC 300 Base 4MATIC,2021,"6,365 ","48,200",9-Speed Automatic,Gasoline , All-wheel Drive , Polar White , W1N0G8EB3MF883043 ,,2.0L I4 16V GDI DOHC Turbo
Audi Q7 3.0T Premium Plus,2018,"27,068 ","48,265",8-Speed Automatic,Gasoline , All-wheel Drive , Samurai Gray Metallic , WA1LABF79JD037241 ,,3.0L V6 24V GDI DOHC Supercharged
Land Rover Discovery HSE LUXURY,2018,"58,414 ","48,265",Automatic,Gasoline , Four-wheel Drive , Santorini Black , SALRT2RV3JA048914 ,,V6
Volvo XC90 T6 Inscription,2018,"46,304 ","48,283",Automatic with Geartronic,Gasoline , All-wheel Drive , Osmium Gray Metallic , YV4A22PL1J1324464 , –,I4 Supercharged
Lexus RX 350L Premium,2019,"20,979 ","48,288",8-Speed Automatic,Gasoline , Front-wheel Drive , Satin Cashmere Metallic , JTJGZKCA5K2009382 ,,3.5L V6 24V PDI DOHC
Ford Expedition Limited,2018,"43,519 ","48,293",10-Speed Automatic,Gasoline , Four-wheel Drive , Magnetic Metallic , 1FMJU2AT1JEA13997 ,,3.5L V6 24V GDI DOHC Twin Turbo
BMW X3 xDrive30i,2021,"9,500 ","48,300",8-Speed Automatic,Gasoline , All-wheel Drive , Alpine White , 5UXTY5C09M9E77995 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz GLB 250 Base 4MATIC,2021,"6,734 ","48,330",8-Speed Automatic with Auto-Shift,Gasoline , All-wheel Drive , Metallic , W1N4M4HBXMW137669 ,,2.0L I4 16V GDI DOHC Turbo
Land Rover Range Rover Sport Supercharged HSE,2016,"46,875 ","48,350",8-Speed Automatic,Gasoline , Four-wheel Drive , Mariana Black , SALWR2VF5GA551286 ,,3.0L V6 24V GDI DOHC Supercharged
Volvo XC60 Hybrid T8 Momentum,2019,"28,844 ","48,360",8-Speed Automatic,Hybrid , All-wheel Drive , Ice White , LYVBR0DK2KB188486 , –,2.0L I4 16V GDI DOHC Hybrid
Mercedes-Benz GLC 300 4MATIC Coupe,2019,"43,376 ","48,360",9-Speed Automatic,Gasoline , All-wheel Drive , Obsidian Black Metallic , WDC0J4KB4KF541646 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz GLE 400 Base 4MATIC,2019,"38,543 ","48,370",9-Speed Automatic,Gasoline , All-wheel Drive , Lunar Blue Metallic , 4JGDA5GB7KB208673 ,,3.0L V6 24V GDI DOHC Twin Turbo
BMW X5 eDrive xDrive40e,2018,"25,683 ","48,389",8-Speed Automatic,Hybrid , All-wheel Drive , Alpine White , 5UXKT0C51J0W02753 , –,2.0L I4 16V GDI DOHC Turbo Hybrid
Audi Q7 3.0T Prestige,2018,"35,503 ","48,410",8-Speed Automatic,Gasoline , All-wheel Drive , Samurai Gray Metallic , WA1VAAF70JD042539 ,,3.0L V6 24V GDI DOHC Supercharged
Mercedes-Benz GLC 300 Base 4MATIC,2020,"9,816 ","48,445",9-Speed Automatic,Gasoline , All-wheel Drive , Polar White , W1N0G8EBXLF857702 ,,2.0L I4 16V GDI DOHC Turbo
Jaguar F-PACE 25t Prestige,2020,"11,386 ","48,448",Automatic,Gasoline , All-wheel Drive , Firenze Red , SADCK2FX9LA629072 ,,I4
Acura MDX 3.5L w/Technology Package,2020,"20,600 ","48,480",9-Speed Automatic,Gasoline , All-wheel Drive , Modern Steel Metallic , 5J8YD4H55LL005228 ,,3.5L V6 24V GDI SOHC
Mercedes-Benz GLB 250 Base,2021,"11,588 ","48,488",8-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Polar White , W1N4M4GB1MW104433 ,,2.0L I4 16V GDI DOHC Turbo
Volvo XC60 T6 Momentum,2021,"27,671 ","48,488",8-Speed Automatic,Gasoline , All-wheel Drive , Ice White , YV4A22RK1M1774351 ,,2.0L I4 16V GDI DOHC
Mercedes-Benz GLE 400 Base 4MATIC,2019,"25,333 ","48,494",9-Speed Automatic,Gasoline , All-wheel Drive , Gray Metallic , 4JGDA5GB8KB217673 ,,3.0L V6 24V GDI DOHC Twin Turbo
Lexus GX 460 Base,2018,"20,971 ","48,497",6-Speed Automatic,Gasoline , Four-wheel Drive , White , JTJBM7FX4J5209950 ,,4.6L V8 32V MPFI DOHC
GMC Acadia SLT,2021,"11,884 ","48,498",9-Speed Automatic,Gasoline , All-wheel Drive , Red Mahogany Metallic , 1GKKNULS6MZ171727 ,,3.6L V6 24V GDI DOHC
Chevrolet Tahoe LT,2018,"36,162 ","48,499",Automatic,E85 Flex Fuel , Four-wheel Drive , Black , 1GNSKBKC0JR180087 ,,Gas/Ethanol V8 5.3L/325
Ford Explorer ST,2020,"19,568 ","48,499",Automatic,Gasoline , Four-wheel Drive , Magnetic , 1FM5K8GC5LGA22016 ,,Twin Turbo Premium Unleaded V-6 3.0 L/183
Chevrolet Tahoe Premier,2019,"58,192 ","48,499",Automatic,E85 Flex Fuel , Four-wheel Drive , Silver Ice Metallic , 1GNSKCKC2KR234965 ,,Gas/Ethanol V8 5.3L/
Volvo XC90 T6 Momentum,2018,"32,836 ","48,500",8-Speed Automatic,Gasoline , All-wheel Drive , Onyx Black Metallic , YV4A22PK8J1390954 ,,2.0L I4 16V GDI DOHC
Chevrolet Suburban Premier,2020,"55,046 ","48,500",Automatic,Gasoline , Rear-wheel Drive , Silver Ice Metallic , 1GNSCJKC4LR207639 ,,5.3L V8 16V GDI OHV
Subaru Ascent Touring 7-Passenger,2021,"6,715 ","48,500",Automatic CVT,Gasoline , All-wheel Drive , Magnetite Gray Metallic , 4S4WMARD8M3427095 ,,2.4L H4 16V GDI DOHC Turbo
Subaru Ascent Touring 7-Passenger,2021,"8,282 ","48,500",Automatic CVT,Gasoline , All-wheel Drive , Magnetite Gray Metallic , 4S4WMARD6M3425846 ,,2.4L H4 16V GDI DOHC Turbo
Mercedes-Benz GLB 250 Base,2021,726 ,"48,580",8-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Polar White , W1N4M4GB0MW156538 ,,2.0L I4 16V GDI DOHC Turbo
Chevrolet Suburban LT,2018,"49,659 ","48,590",6-Speed Automatic,Gasoline , Four-wheel Drive , Silver , 1GNSKHKCXJR389162 ,,5.3L V8 16V GDI OHV
Toyota 4Runner SR5,2019,"28,415 ","48,590",5 Speed Elect Controled  Auto Transmission,Gasoline , – , MAGNETIC GRAY MET. , JTEBU5JR5K5632291 , –,4.0L
Lexus GX 460 Base,2019,"28,678 ","48,590",6-Speed Automatic,Gasoline , Four-wheel Drive , Silver , JTJBM7FX3K5231259 ,,4.6L V8 32V MPFI DOHC
Volvo XC60 T5 Momentum,2021,"3,782 ","48,590",8-Speed Automatic,Gasoline , All-wheel Drive , Blue , YV4102RK1M1823649 ,,2.0L I4 16V GDI DOHC Turbo
Hyundai Palisade Limited,2020,"6,802 ","48,590",8-Speed Automatic,Gasoline , Front-wheel Drive , Black , KM8R54HE9LU034852 ,,3.8L V6 24V GDI DOHC
Ford Expedition XLT,2018,"6,046 ","48,590",10-Speed Automatic,Gasoline , Rear-wheel Drive , Red , 1FMJU1HT5JEA39177 ,,3.5L V6 24V GDI DOHC Twin Turbo
Acura MDX 3.5L,2020,"8,876 ","48,683",9-Speed Automatic,Gasoline , Front-wheel Drive , Majestic Black Pearl , 5J8YD3H3XLL000390 ,,3.5L V6 24V GDI SOHC
Mercedes-Benz GLB 250 Base 4MATIC,2021,"7,524 ","48,685",8-Speed Automatic with Auto-Shift,Gasoline , All-wheel Drive , Polar White , W1N4M4HB0MW104115 ,,2.0L I4 16V GDI DOHC Turbo
BMW X6 xDrive35i,2018,"34,736 ","48,696",8-Speed Automatic,Gasoline , All-wheel Drive , Space Gray Metallic , 5UXKU2C54J0X50873 ,,3.0L I6 24V GDI DOHC Turbo
Volvo XC90 T6 Momentum,2019,"22,243 ","48,700",8-Speed Automatic,Gasoline , All-wheel Drive , Onyx Black , YV4A22PK6K1443944 ,,2.0L I4 16V GDI DOHC
Toyota 4Runner TRD Off Road Premium,2021,"5,008 ","48,707",5-Speed Automatic,Gasoline , Four-wheel Drive , Classic Silver Metallic , JTERU5JR9M5916718 ,,4.0L V6 24V MPFI DOHC
Chevrolet Tahoe Premier,2018,"45,329 ","48,750",Automatic,Gasoline , Rear-wheel Drive , Tungsten Metallic , 1GNSCCKC4JR107758 ,,5.3L V8 16V GDI OHV
Audi SQ5 3.0T Premium,2019,"42,500 ","48,769",8-Speed Automatic,Gasoline , All-wheel Drive , Glacier White Metallic , WA1B4AFYXK2001674 ,,3.0L V6 24V GDI DOHC Turbo
GMC Yukon Denali,2017,"73,710 ","48,775",8-Speed Automatic,Gasoline , Four-wheel Drive , Onyx Black , 1GKS2CKJ9HR349891 ,,6.2L V8 16V GDI OHV
Audi SQ5 3.0T Prestige,2018,"32,144 ","48,780",8-Speed Automatic,Gasoline , All-wheel Drive , Navarra Blue Metallic , WA1C4AFY0J2123060 ,,3.0L V6 24V GDI DOHC Turbo
Volvo XC90 T6 Momentum,2019,"33,389 ","48,792",8-Speed Automatic,Gasoline , All-wheel Drive , White , YV4A22PK6K1436606 ,,2.0L I4 16V GDI DOHC
Hyundai Palisade SEL,2020,"13,151 ","48,800",8-Speed Automatic,Gasoline , All-wheel Drive , Rainforest , KM8R3DHE0LU029870 ,,3.8L V6 24V GDI DOHC
Mercedes-Benz GLC 300 Base 4MATIC,2019,"8,502 ","48,800",9-Speed Automatic,Gasoline , All-wheel Drive , White , WDC0G4KB2KV184858 ,,2.0L I4 16V GDI DOHC Turbo
Jeep Wrangler Unlimited Sahara,2018,"21,496 ","48,800",8-Speed Automatic,Gasoline , Four-wheel Drive , Bright White Clearcoat , 1C4HJXEG4JW301738 ,,3.6L V6 24V MPFI DOHC
Audi SQ5 3.0T Premium Plus,2018,"31,687 ","48,800",8-Speed Automatic,Gasoline , All-wheel Drive , Ibis White , WA1A4AFYXJ2188781 ,,3.0L V6 24V GDI DOHC Turbo
Jeep Wrangler Unlimited Sahara,2020,"35,002 ","48,818",8-Speed Automatic,Gasoline , Four-wheel Drive , Black Clearcoat , 1C4HJXEG2LW212057 ,,3.6L V6 24V MPFI DOHC
Toyota Highlander Limited,2020,"12,922 ","48,881",8-Speed Automatic,Gasoline , All-wheel Drive , Gray , 5TDDZRBH0LS005845 ,,3.5L V6 24V PDI DOHC
Mercedes-Benz GLB 250 Base,2021,"8,699 ","48,885",8-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Polar White , W1N4M4GB0MW085714 ,,2.0L I4 16V GDI DOHC Turbo
Land Rover Range Rover Sport 3.0L Supercharged HSE,2017,"80,986 ","48,888",8-Speed Automatic,Gasoline , Four-wheel Drive , Yulong White , SALWR2FVXHA129487 ,,3.0L V6 24V GDI DOHC Supercharged
GMC Yukon Denali,2017,"63,448 ","48,888",8-Speed Automatic,Gasoline , Four-wheel Drive , Onyx Black , 1GKS2CKJ8HR363619 ,,6.2L V8 16V GDI OHV
Land Rover Range Rover Velar P380 SE R-Dynamic,2018,"46,607 ","48,888",8-Speed Automatic,Gasoline , Four-wheel Drive , Firenze Red , SALYL2RVXJA704750 ,,3.0L V6 24V GDI DOHC Supercharged
Nissan Armada SL,2019,"17,911 ","48,888",7-Speed Automatic,– , All-wheel Drive , Gun Metallic , JN8AY2NC4KX509549 , –,5.6L V8 32V GDI DOHC
Audi Q5 45 Premium Plus,2021,"8,354 ","48,900",7 speed automatic with auto-shift,Gasoline , – , Brilliant Black , WA1BAAFY7M2071001 , –,2.0L I-4 cyl
Mercedes-Benz GLB 250 Base 4MATIC,2021,"2,012 ","48,945",8-Speed Automatic with Auto-Shift,Gasoline , All-wheel Drive , Polar White , W1N4M4HB0MW155887 ,,2.0L I4 16V GDI DOHC Turbo
GMC Acadia AT4,2021,"20,161 ","48,961",9-Speed Automatic,Gasoline , All-wheel Drive , Ebony , 1GKKNLLSXMZ170669 ,,3.6L V6 24V GDI DOHC
Mercedes-Benz GLE 350 Base 4MATIC,2018,"11,653 ","48,965",7-Speed Automatic,Gasoline , All-wheel Drive , Polar White , 4JGDA5HB8JB159285 ,,3.5L V6 24V GDI DOHC
Ford Explorer XLT,2021,"5,526 ","48,970",10-SPEED AUTOMATIC,– , – , CARBONIZED GRAY METALLIC , 1FMSK8DH4MGA17040 , –,2.3L ECOBOOST I4 ENGINE
Mercedes-Benz GLE 400 Base 4MATIC,2019,"29,071 ","48,980",9-Speed Automatic,Gasoline , All-wheel Drive , Polar White , 4JGDA5GB3KB209240 ,,3.0L V6 24V GDI DOHC Twin Turbo
Ford Explorer Limited,2021,"2,815 ","48,986",10-Speed Automatic,Hybrid , Rear-wheel Drive , Infinite Blue Metallic Tinted Clearcoat , 1FM5K7FW8MNA09571 ,,3.3L V6 24V PDI DOHC Hybrid
Toyota 4Runner TRD OFF-ROAD,2020,"32,069 ","48,988",5-Speed Automatic,Gasoline , Four-wheel Drive , White , JTEBU5JR1L5776695 ,,4.0L V6 24V MPFI DOHC
Toyota 4Runner Limited,2018,"23,574 ","48,988",5-Speed Automatic,Gasoline , Four-wheel Drive , Silver , JTEBU5JR1J5565428 ,,4.0L V6 24V MPFI DOHC
Chevrolet Tahoe LT,2020,"46,913 ","48,988",6-Speed Automatic,Gasoline , Four-wheel Drive , Summit White , 1GNSKBKC7LR253958 ,,5.3L V8 16V GDI OHV
Mercedes-Benz GLA 250 Base 4MATIC,2021,"11,591 ","48,988",8-Speed Automatic with Auto-Shift,Gasoline , All-wheel Drive , Gray , W1N4N4HB5MJ118926 ,,2.0L I4 16V GDI DOHC Turbo
Ford Fusion Energi Titanium,2020,"10,400 ","33,499",Automatic CVT,Hybrid , Front-wheel Drive , Blue Metallic , 3FA6P0SU1LR132605 , –,2.0L I4 16V MPFI DOHC Hybrid
Mercedes-Benz E-Class E 300,2019,"19,446 ","44,955",9-Speed Automatic,Gasoline , Rear-wheel Drive , Polar White , WDDZF4JB6KA523202 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz E-Class E 300,2019,"18,072 ","43,999",9-Speed Automatic,Gasoline , Rear-wheel Drive , Black , WDDZF4JBXKA554419 ,,2.0L I4 16V GDI DOHC Turbo
Lexus ES 300h Luxury,2021,"13,189 ","51,491",Automatic CVT,Hybrid , Front-wheel Drive , Atomic Silver , 58AEA1C10MU010608 ,,2.5L I4 16V PDI DOHC Hybrid
Lexus ES 300h Base,2018,"18,593 ","38,995",Automatic CVT,Hybrid , Front-wheel Drive , Obsidian Black , JTHBW1GG2J2194065 ,,2.5L I4 16V MPFI DOHC Hybrid
Mercedes-Benz AMG C 43 Base 4MATIC,2018,"32,664 ","44,993",9-Speed Automatic,Gasoline , All-wheel Drive , Black , 55SWF6EB9JU238548 ,,3.0L V6 24V GDI DOHC Twin Turbo
Acura TLX V6,2020,"12,214 ","31,999",9-Speed Automatic,Gasoline , FWD , Black , 19UUB2F30LA000590 ,,3.5L V6 24V GDI SOHC
Mercedes-Benz AMG C 43 Base 4MATIC,2018,"35,890 ","45,990",9-Speed Automatic,Gasoline , All-wheel Drive , Black , 55SWF6EB3JU255698 ,,3.0L V6 24V GDI DOHC Twin Turbo
Mercedes-Benz E-Class E 300,2019,"20,266 ","44,529",9-Speed Automatic,Gasoline , Rear-wheel Drive , designo Cardinal Red Metallic , WDDZF4JBXKA620841 ,,2.0L I4 16V GDI DOHC Turbo
BMW 330e iPerformance,2018,"34,999 ","29,998",8-Speed Automatic,Hybrid , Rear-wheel Drive , Alpine White , WBA8E1C59JA178404 , –,2.0L I4 16V GDI DOHC Turbo Hybrid
BMW 530e iPerformance,2019,"32,856 ","41,995",8-Speed Automatic,Hybrid , Rear-wheel Drive , Mediterranean Blue Metallic , WBAJA9C58KB389519 , –,2.0L I4 16V GDI DOHC Turbo Hybrid
Mercedes-Benz C-Class C 300,2018,"34,519 ","32,952",9-Speed Automatic,Gasoline , Rear-wheel Drive , Black , 55SWF4JB7JU273745 ,,2.0L I4 16V GDI DOHC Turbo
Tesla Model 3 Long Range,2019,"13,236 ","52,989",1-Speed Automatic,Electric , All-wheel Drive , Deep Blue Metallic , 5YJ3E1EB2KF520848 ,,Electric
Mercedes-Benz E-Class E 300,2019,"19,338 ","45,929",9-Speed Automatic,Gasoline , Rear-wheel Drive , Iridium Silver Metallic , WDDZF4JB3KA529944 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz E-Class E 300,2019,"26,476 ","46,988",9-Speed Automatic,Gasoline , All-wheel Drive , White , WDDZF4KB7KA586677 ,,2.0L I4 16V GDI DOHC Turbo
Tesla Model 3 Long Range,2019,"12,571 ","54,998",1-Speed Automatic,Electric , All-wheel Drive , White , 5YJ3E1EB9KF477755 ,,Electric
Honda Civic LX,2019,"18,499 ","23,987",Automatic CVT,Gasoline , Front-wheel Drive , – , 2HGFC2F61KH556424 ,,2.0L I4 16V MPFI DOHC
BMW 330 i xDrive,2018,"37,483 ","28,488",8-Speed Automatic,Gasoline , All-wheel Drive , Black , WBA8D9G54JNU71745 ,,2.0L I4 16V GDI DOHC Turbo
BMW 530e iPerformance,2019,"11,726 ","43,999",8-Speed Automatic,Hybrid , Rear-wheel Drive , Glacier Silver Metallic , WBAJA9C54KB392918 , –,2.0L I4 16V GDI DOHC Turbo Hybrid
Toyota Camry SE,2017,"39,173 ","22,995",6-Speed Automatic,Gasoline , Front-wheel Drive , Black , 4T1BF1FK8HU759355 ,,2.5L I4 16V MPFI DOHC
Honda Civic LX,2020,"19,048 ","31,000",Automatic CVT,Gasoline , Front-wheel Drive , Crystal Black Pearl , 19XFC2F66LE206329 ,,2.0L I4 16V MPFI DOHC
Lexus ES 300h Base,2020,"12,763 ","46,398",Automatic CVT,Hybrid , Front-wheel Drive , Caviar , 58AD21B11LU009556 ,,2.5L I4 16V PDI DOHC Hybrid
Mercedes-Benz E-Class E 350,2016,"54,584 ","30,991",7-Speed Automatic,Gasoline , Rear-wheel Drive , Black , WDDHF5KB6GB252157 ,,3.5L V6 24V GDI DOHC
Mercedes-Benz C-Class C 300,2019,"19,181 ","36,500",9-Speed Automatic,Gasoline , Rear-wheel Drive , Blue , 55SWF8DB6KU292775 ,,2.0L I4 16V GDI DOHC Turbo
Honda Civic LX,2020,"38,466 ","22,988",Automatic CVT,Gasoline , Front-wheel Drive , Modern Steel Metallic , 19XFC2F60LE209615 ,,2.0L I4 16V MPFI DOHC
BMW 330e iPerformance,2018,"29,998 ","33,998",8-Speed Automatic,Hybrid , Rear-wheel Drive , Black Sapphire Metallic , WBA8E1C57JA756970 , –,2.0L I4 16V GDI DOHC Turbo Hybrid
Mercedes-Benz C-Class C 300,2019,"47,773 ","33,991",9-Speed Automatic,Gasoline , Rear-wheel Drive , Lunar Blue Metallic , 55SWF8DBXKU291533 ,,2.0L I4 16V GDI DOHC Turbo
Audi A6 Premium Plus 55 TFSI quattro,2019,"10,722 ","49,900",Automatic,– , – , BRILLIANT , WAUL2AF27KN055554 , –,3.0L 3.0-liter TFSI V6 engine
Audi A6 Premium Plus 55 TFSI quattro,2019,"13,814 ","49,900",Automatic,– , – , FIRMAMENT , WAUL2AF2XKN061350 , –,3.0L 3.0-liter TFSI V6 engine
Honda Accord EX-L,2018,"21,030 ","29,991",Automatic CVT,Gasoline , Front-wheel Drive , Kona Coffee Metallic , 1HGCV1F54JA183861 ,,1.5L I4 16V GDI DOHC Turbo
Hyundai Sonata SE,2018,"47,552 ","20,995",6-Speed Automatic,Gasoline , Front-wheel Drive , Machine Gray , 5NPE24AF9JH726454 ,,2.4L I4 16V GDI DOHC
Dodge Charger R/T,2019,"16,737 ","45,888",8-Speed Automatic,Gasoline , Rear-wheel Drive , Black , 2C3CDXCT3KH718239 ,,5.7L V8 16V MPFI OHV
Lincoln MKZ Premiere,2018,"30,757 ","29,000",6-Speed Automatic,Gasoline , Front-wheel Drive , Velvet , 3LN6L5A98JR615646 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz C-Class C 300,2019,"31,802 ","35,374",9-Speed Automatic,Gasoline , Rear-wheel Drive , Black , 55SWF8DB9KU309987 ,,2.0L I4 16V GDI DOHC Turbo
